海 -0.197645 -0.172189 -0.146734 -0.121278 -0.095822 -0.070366 -0.044910 -0.019454 0.006001 0.031457 0.056913 0.082369 0.107825 0.133281 0.158736 0.184192 0.209648 -0.211098 -0.185642 -0.160187 -0.134731 -0.109275 -0.083819 -0.058363 -0.032907 -0.007452 0.018004 0.043460 0.068916 0.094372 0.119828 0.145284 0.170739 0.196195 0.221651 -0.199095 -0.173640 -0.148184 -0.122728 -0.097272 -0.071816 -0.046360 -0.020905 0.004551 0.030007 0.055463 0.080919 0.106375 0.131830 0.157286 0.182742 0.208198 -0.212548 -0.187093 -0.161637 -0.136181 -0.110725 -0.085269 -0.059813 -0.034358 -0.008902 0.016554 0.042010 0.067466
木 -0.191901 -0.169484 -0.147066 -0.124648 -0.102230 -0.079813 -0.057395 -0.034977 -0.012559 0.009859 0.032276 0.054694 0.077112 0.099530 0.121948 0.144365 0.166783 0.189201 0.211619 -0.194602 -0.172184 -0.149766 -0.127349 -0.104931 -0.082513 -0.060095 -0.037677 -0.015260 0.007158 0.029576 0.051994 0.074412 0.096829 0.119247 0.141665 0.164083 0.186501 0.208918 -0.197302 -0.174885 -0.152467 -0.130049 -0.107631 -0.085213 -0.062796 -0.040378 -0.017960 0.004458 0.026876 0.049293 0.071711 0.094129 0.116547 0.138965 0.161382 0.183800 0.206218 -0.200003 -0.177585 -0.155167 -0.132749 -0.110332 -0.087914 -0.065496
花 -0.191634 -0.169414 -0.147195 -0.124976 -0.102756 -0.080537 -0.058318 -0.036098 -0.013879 0.008340 0.030560 0.052779 0.074998 0.097218 0.119437 0.141656 0.163876 0.186095 0.208314 -0.197173 -0.174953 -0.152734 -0.130515 -0.108295 -0.086076 -0.063857 -0.041637 -0.019418 0.002802 0.025021 0.047240 0.069459 0.091679 0.113898 0.136117 0.158337 0.180556 0.202776 -0.202711 -0.180492 -0.158273 -0.136053 -0.113834 -0.091615 -0.069395 -0.047176 -0.024957 -0.002737 0.019482 0.041701 0.063921 0.086140 0.108359 0.130579 0.152798 0.175017 0.197237 -0.208250 -0.186031 -0.163811 -0.141592 -0.119373 -0.097153 -0.074934
雨 -0.191908 -0.169466 -0.147023 -0.124581 -0.102138 -0.079696 -0.057253 -0.034811 -0.012368 0.010074 0.032517 0.054960 0.077402 0.099845 0.122287 0.144730 0.167172 0.189615 0.212057 -0.194202 -0.171759 -0.149317 -0.126874 -0.104432 -0.081989 -0.059547 -0.037104 -0.014662 0.007781 0.030223 0.052666 0.075109 0.097551 0.119994 0.142436 0.164879 0.187321 0.209764 -0.196495 -0.174053 -0.151610 -0.129168 -0.106725 -0.084283 -0.061840 -0.039398 -0.016955 0.005487 0.027930 0.050372 0.072815 0.095258 0.117700 0.140143 0.162585 0.185028 0.207470 -0.198789 -0.176346 -0.153904 -0.131461 -0.109019 -0.086576 -0.064134
雪 -0.191858 -0.169278 -0.146697 -0.124117 -0.101537 -0.078956 -0.056376 -0.033796 -0.011215 0.011365 0.033946 0.056526 0.079106 0.101687 0.124267 0.146847 0.169428 0.192008 -0.214288 -0.191708 -0.169128 -0.146547 -0.123967 -0.101386 -0.078806 -0.056226 -0.033645 -0.011065 0.011515 0.034096 0.056676 0.079256 0.101837 0.124417 0.146998 0.169578 0.192158 -0.214138 -0.191558 -0.168977 -0.146397 -0.123817 -0.101236 -0.078656 -0.056076 -0.033495 -0.010915 0.011665 0.034246 0.056826 0.079407 0.101987 0.124567 0.147148 0.169728 0.192308 -0.213988 -0.191408 -0.168827 -0.146247 -0.123667 -0.101086 -0.078506 -0.055926
太陽 -0.133747 -0.048309 0.037130 0.122569 0.208007 -0.144926 -0.059487 0.025952 0.111390 0.196829 -0.156104 -0.070666 0.014773 0.100212 0.185650 -0.167283 -0.081844 0.003595 0.089033 0.174472 -0.178461 -0.093023 -0.007584 0.077855 0.163293 -0.189640 -0.104201 -0.018762 0.066676 0.152115 -0.200818 -0.115379 -0.029941 0.055498 0.140936 -0.211997 -0.126558 -0.041119 0.044319 0.129758 0.215197 -0.137736 -0.052298 0.033141 0.118580 0.204018 -0.148915 -0.063476 0.021963 0.107401 0.192840 -0.160093 -0.074654 0.010784 0.096222 0.181661 -0.171272 -0.085833 -0.000395 0.085044 0.170483 -0.182450 -0.097012 -0.011573
月 -0.193848 -0.173499 -0.153150 -0.132802 -0.112453 -0.092104 -0.071756 -0.051407 -0.031058 -0.010710 0.009639 0.029987 0.050336 0.070685 0.091033 0.111382 0.131731 0.152079 0.172428 0.192777 0.213125 -0.194919 -0.174570 -0.154221 -0.133873 -0.113524 -0.093175 -0.072827 -0.052478 -0.032129 -0.011781 0.008568 0.028916 0.049265 0.069614 0.089962 0.110311 0.130660 0.151008 0.171357 0.191706 0.212054 -0.195989 -0.175641 -0.155292 -0.134944 -0.114595 -0.094246 -0.073898 -0.053549 -0.033200 -0.012852 0.007497 0.027846 0.048194 0.068543 0.088891 0.109240 0.129589 0.149937 0.170286 0.190635 0.210983 -0.197060
星 -0.190742 -0.169289 -0.147836 -0.126383 -0.104930 -0.083478 -0.062025 -0.040572 -0.019119 0.002334 0.023787 0.045240 0.066693 0.088146 0.109599 0.131052 0.152505 0.173957 0.195410 -0.207527 -0.186074 -0.164621 -0.143168 -0.121715 -0.100262 -0.078809 -0.057356 -0.035903 -0.014450 0.007002 0.028455 0.049908 0.071361 0.092814 0.114267 0.135720 0.157173 0.178626 0.200079 -0.202859 -0.181406 -0.159953 -0.138500 -0.117047 -0.095594 -0.074141 -0.052688 -0.031235 -0.009782 0.011671 0.033124 0.054577 0.076030 0.097482 0.118935 0.140388 0.161841 0.183294 0.204747 -0.198190 -0.176737 -0.155284 -0.133831 -0.112379
雲 -0.193943 -0.170534 -0.147125 -0.123717 -0.100308 -0.076899 -0.053490 -0.030081 -0.006673 0.016736 0.040145 0.063554 0.086962 0.110371 0.133780 0.157189 0.180598 0.204006 -0.207288 -0.183880 -0.160471 -0.137062 -0.113653 -0.090244 -0.066836 -0.043427 -0.020018 0.003391 0.026799 0.050208 0.073617 0.097026 0.120435 0.143843 0.167252 0.190661 0.214070 -0.197225 -0.173816 -0.150408 -0.126999 -0.103590 -0.080181 -0.056772 -0.033363 -0.009955 0.013454 0.036863 0.060272 0.083680 0.107089 0.130498 0.153907 0.177316 0.200724 -0.210570 -0.187162 -0.163753 -0.140344 -0.116935 -0.093526 -0.070118 -0.046709 -0.023300
風 -0.192869 -0.169977 -0.147085 -0.124192 -0.101300 -0.078408 -0.055515 -0.032623 -0.009731 0.013161 0.036054 0.058946 0.081838 0.104731 0.127623 0.150515 0.173408 0.196300 -0.212331 -0.189439 -0.166546 -0.143654 -0.120762 -0.097869 -0.074977 -0.052085 -0.029193 -0.006300 0.016592 0.039484 0.062377 0.085269 0.108161 0.131054 0.153946 0.176838 0.199731 -0.208900 -0.186008 -0.163116 -0.140223 -0.117331 -0.094439 -0.071547 -0.048654 -0.025762 -0.002870 0.020023 0.042915 0.065807 0.088700 0.111592 0.134484 0.157377 0.180269 0.203161 -0.205470 -0.182577 -0.159685 -0.136793 -0.113900 -0.091008 -0.068116 -0.045224
火 -0.190334 -0.169138 -0.147943 -0.126748 -0.105553 -0.084358 -0.063162 -0.041967 -0.020772 0.000423 0.021618 0.042813 0.064009 0.085204 0.106399 0.127594 0.148789 0.169984 0.191180 -0.210683 -0.189487 -0.168292 -0.147097 -0.125902 -0.104707 -0.083512 -0.062316 -0.041121 -0.019926 0.001269 0.022464 0.043660 0.064855 0.086050 0.107245 0.128440 0.149635 0.170831 0.192026 -0.209836 -0.188641 -0.167446 -0.146251 -0.125056 -0.103861 -0.082665 -0.061470 -0.040275 -0.019080 0.002115 0.023310 0.044506 0.065701 0.086896 0.108091 0.129286 0.150482 0.171677 0.192872 -0.208990 -0.187795 -0.166600 -0.145405 -0.124210
地球 -0.140538 -0.064897 0.010744 0.086385 0.162026 -0.194690 -0.119049 -0.043409 0.032232 0.107873 0.183514 -0.173202 -0.097561 -0.021920 0.053720 0.129361 0.205002 -0.151714 -0.076073 -0.000432 0.075209 0.150849 -0.205867 -0.130226 -0.054585 0.021056 0.096697 0.172338 -0.184379 -0.108738 -0.033097 0.042544 0.118185 0.193825 -0.162890 -0.087250 -0.011609 0.064032 0.139673 0.215314 -0.141402 -0.065761 0.009879 0.085520 0.161161 -0.195555 -0.119914 -0.044273 0.031367 0.107009 0.182649 -0.174067 -0.098426 -0.022785 0.052855 0.128497 0.204137 -0.152579 -0.076938 -0.001297 0.074344 0.149985 -0.206732 -0.131091
人間 -0.136892 -0.055734 0.025425 0.106583 0.187741 -0.167201 -0.086042 -0.004884 0.076274 0.157432 -0.197509 -0.116351 -0.035193 0.045965 0.127123 0.208281 -0.146660 -0.065502 0.015656 0.096814 0.177972 -0.176969 -0.095811 -0.014653 0.066505 0.147663 -0.207278 -0.126120 -0.044962 0.036196 0.117354 0.198512 -0.156429 -0.075271 0.005887 0.087046 0.168204 -0.186738 -0.105580 -0.024422 0.056737 0.137895 -0.217047 -0.135888 -0.054730 0.026428 0.107586 0.188744 -0.166197 -0.085039 -0.003881 0.077277 0.158435 -0.196506 -0.115348 -0.034190 0.046968 0.128126 0.209284 -0.145657 -0.064499 0.016659 0.097817 0.178975
子供 -0.134126 -0.051955 0.030217 0.112388 0.194559 -0.155864 -0.073692 0.008479 0.090650 0.172821 -0.177602 -0.095430 -0.013259 0.068912 0.151083 -0.199339 -0.117168 -0.034997 0.047174 0.129346 0.211517 -0.138906 -0.056735 0.025437 0.107608 0.189779 -0.160644 -0.078472 0.003699 0.085870 0.168041 -0.182382 -0.100210 -0.018039 0.064132 0.146303 -0.204119 -0.121948 -0.039777 0.042394 0.124565 0.206736 -0.143686 -0.061515 0.020656 0.102827 0.184999 -0.165424 -0.083253 -0.001082 0.081090 0.163261 -0.187162 -0.104990 -0.022820 0.059352 0.141523 -0.208900 -0.126729 -0.044557 0.037614 0.119785 0.201957 -0.148466
大人 -0.129162 -0.042478 0.044205 0.130889 -0.214119 -0.127435 -0.040752 0.045932 0.132616 -0.212392 -0.125708 -0.039025 0.047659 0.134342 -0.210665 -0.123982 -0.037298 0.049386 0.136069 -0.208938 -0.122255 -0.035571 0.051112 0.137796 -0.207212 -0.120528 -0.033845 0.052839 0.139522 -0.205485 -0.118801 -0.032118 0.054566 0.141249 -0.203758 -0.117074 -0.030391 0.056293 0.142976 -0.202031 -0.115348 -0.028664 0.058019 0.144703 -0.200305 -0.113621 -0.026938 0.059746 0.146430 -0.198578 -0.111895 -0.025211 0.061473 0.148156 -0.196851 -0.110168 -0.023484 0.063199 0.149883 -0.195124 -0.108441 -0.021757 0.064926 0.151610
男性 -0.139151 -0.059580 0.019991 0.099562 0.179133 -0.178739 -0.099168 -0.019597 0.059974 0.139545 -0.218328 -0.138757 -0.059186 0.020385 0.099956 0.179527 -0.178346 -0.098775 -0.019204 0.060367 0.139938 -0.217934 -0.138363 -0.058793 0.020778 0.100350 0.179921 -0.177952 -0.098381 -0.018810 0.060761 0.140332 -0.217541 -0.137970 -0.058399 0.021172 0.100743 0.180314 -0.177558 -0.097987 -0.018416 0.061154 0.140726 -0.217147 -0.137576 -0.058005 0.021566 0.101137 0.180708 -0.177165 -0.097594 -0.018023 0.061548 0.141119 -0.216753 -0.137182 -0.057612 0.021959 0.101530 0.181101 -0.176771 -0.097200 -0.017629 0.061942
女性 -0.139683 -0.059115 0.021452 0.102020 0.182588 -0.177346 -0.096778 -0.016210 0.064357 0.144925 -0.215008 -0.134441 -0.053873 0.026694 0.107262 0.187830 -0.172104 -0.091536 -0.010968 0.069599 0.150167 -0.209767 -0.129199 -0.048631 0.031936 0.112504 0.193072 -0.166862 -0.086294 -0.005726 0.074841 0.155409 -0.204525 -0.123957 -0.043389 0.037178 0.117746 0.198313 -0.161620 -0.081052 -0.000484 0.080083 0.160651 -0.199283 -0.118715 -0.038148 0.042420 0.122988 0.203555 -0.156378 -0.075810 0.004758 0.085325 0.165893 -0.194041 -0.113473 -0.032906 0.047662 0.128230 0.208798 -0.151136 -0.070568 0.009999 0.090567
家族 -0.139738 -0.059208 0.021322 0.101852 0.182382 -0.177624 -0.097094 -0.016564 0.063966 0.144496 -0.215510 -0.134980 -0.054450 0.026080 0.106610 0.187140 -0.172866 -0.092336 -0.011806 0.068724 0.149254 -0.210752 -0.130222 -0.049692 0.030837 0.111367 0.191897 -0.168108 -0.087579 -0.007048 0.073481 0.154011 -0.205995 -0.125464 -0.044935 0.035595 0.116125 0.196655 -0.163351 -0.082821 -0.002291 0.078239 0.158769 -0.201237 -0.120707 -0.040177 0.040353 0.120883 0.201413 -0.158593 -0.078063 0.002467 0.082997 0.163527 -0.196479 -0.115949 -0.035419 0.045111 0.125641 0.206171 -0.153836 -0.073306 0.007225 0.087755
友達 -0.144328 -0.070076 0.004175 0.078426 0.152677 -0.210229 -0.135978 -0.061727 0.012525 0.086776 0.161027 -0.201879 -0.127628 -0.053377 0.020874 0.095125 0.169377 -0.193530 -0.119279 -0.045027 0.029224 0.103475 0.177726 -0.185180 -0.110929 -0.036678 0.037574 0.111825 0.186076 -0.176830 -0.102579 -0.028328 0.045923 0.120175 0.194426 -0.168481 -0.094229 -0.019978 0.054273 0.128524 0.202776 -0.160131 -0.085880 -0.011629 0.062623 0.136874 0.211125 -0.151781 -0.077530 -0.003279 0.070972 0.145224 -0.217683 -0.143432 -0.069181 0.005071 0.079322 0.153574 -0.209333 -0.135082 -0.060831 0.013421 0.087672 0.161923
学校 -0.135162 -0.053753 0.027656 0.109065 0.190475 -0.161259 -0.079850 0.001559 0.082969 0.164378 -0.187356 -0.105947 -0.024538 0.056872 0.138281 -0.213453 -0.132044 -0.050634 0.030775 0.112184 0.193593 -0.158141 -0.076731 0.004678 0.086087 0.167496 -0.184238 -0.102828 -0.021419 0.059990 0.141400 -0.210335 -0.128925 -0.047516 0.033893 0.115303 0.196712 -0.155022 -0.073613 0.007797 0.089206 0.170615 -0.181119 -0.099710 -0.018300 0.063109 0.144519 -0.207216 -0.125807 -0.044397 0.037012 0.118421 0.199831 -0.151904 -0.070494 0.010915 0.092325 0.173734 -0.178001 -0.096591 -0.015181 0.066228 0.147637 -0.204098
会社 -0.133700 -0.046408 0.040884 0.128176 0.215468 -0.139225 -0.051933 0.035359 0.122651 0.209943 -0.144750 -0.057458 0.029834 0.117126 0.204418 -0.150275 -0.062983 0.024309 0.111601 0.198893 -0.155800 -0.068508 0.018784 0.106076 0.193368 -0.161325 -0.074032 0.013259 0.100552 0.187844 -0.166850 -0.079557 0.007735 0.095027 0.182319 -0.172374 -0.085082 0.002210 0.089502 0.176794 -0.177899 -0.090607 -0.003315 0.083977 0.171269 -0.183424 -0.096132 -0.008840 0.078452 0.165744 -0.188948 -0.101657 -0.014364 0.072927 0.160220 -0.194474 -0.107181 -0.019889 0.067403 0.154695 -0.199998 -0.112707 -0.025414 0.061878
仕事 -0.136707 -0.055554 0.025599 0.106752 0.187904 -0.166663 -0.085510 -0.004357 0.076796 0.157949 -0.196619 -0.115466 -0.034313 0.046840 0.127993 0.209146 -0.145422 -0.064269 0.016884 0.098037 0.179190 -0.175378 -0.094225 -0.013071 0.068081 0.149234 -0.205334 -0.124180 -0.043027 0.038126 0.119278 0.200431 -0.154136 -0.072983 0.008170 0.089323 0.170476 -0.184092 -0.102939 -0.021786 0.059367 0.140520 -0.214048 -0.132895 -0.051742 0.029411 0.110564 0.191717 -0.162850 -0.081698 -0.000544 0.080608 0.161761 -0.192807 -0.111654 -0.030500 0.050653 0.131805 0.212959 -0.141609 -0.060456 0.020696 0.101849 0.183003
勉強 -0.133391 -0.049107 0.035176 0.119460 0.203743 -0.147322 -0.063038 0.021245 0.105528 0.189812 -0.161253 -0.076970 0.007314 0.091597 0.175881 -0.175184 -0.090901 -0.006617 0.077666 0.161950 -0.189115 -0.104832 -0.020548 0.063735 0.148018 -0.203046 -0.118763 -0.034479 0.049804 0.134087 -0.216978 -0.132694 -0.048411 0.035873 0.120156 0.204439 -0.146625 -0.062342 0.021941 0.106225 0.190508 -0.160557 -0.076273 0.008010 0.092294 0.176577 -0.174487 -0.090204 -0.005920 0.078363 0.162646 -0.188418 -0.104136 -0.019851 0.064431 0.148715 -0.202350 -0.118067 -0.033783 0.050500 0.134784 -0.216281 -0.131997 -0.047714
遊び -0.140283 -0.063678 0.012927 0.089531 0.166136 -0.191035 -0.114430 -0.037825 0.038780 0.115385 0.191989 -0.165182 -0.088577 -0.011972 0.064633 0.141238 -0.215934 -0.139329 -0.062724 0.013881 0.090486 0.167091 -0.190081 -0.113476 -0.036871 0.039734 0.116339 0.192944 -0.164228 -0.087623 -0.011018 0.065587 0.142192 -0.214980 -0.138375 -0.061770 0.014835 0.091440 0.168045 -0.189126 -0.112522 -0.035917 0.040688 0.117293 0.193898 -0.163273 -0.086669 -0.010064 0.066541 0.143146 -0.214026 -0.137420 -0.060815 0.015789 0.092395 0.168999 -0.188172 -0.111567 -0.034962 0.041642 0.118248 0.194853 -0.162319 -0.085714
食事 -0.137632 -0.056384 0.024865 0.106113 0.187361 -0.169151 -0.087902 -0.006654 0.074594 0.155843 -0.200669 -0.119421 -0.038173 0.043076 0.124324 0.205572 -0.150940 -0.069692 0.011557 0.092805 0.174054 -0.182459 -0.101210 -0.019962 0.061286 0.142535 -0.213977 -0.132729 -0.051481 0.029768 0.111016 0.192264 -0.164248 -0.082999 -0.001751 0.079497 0.160746 -0.195767 -0.114518 -0.033270 0.047979 0.129227 0.210475 -0.146037 -0.064788 0.016460 0.097708 0.178956 -0.177555 -0.096307 -0.015059 0.066189 0.147438 -0.209074 -0.127826 -0.046577 0.034671 0.115919 0.197167 -0.159345 -0.078096 0.003152 0.084400 0.165648
睡眠 -0.138729 -0.057532 0.023664 0.104860 0.186057 -0.172597 -0.091401 -0.010205 0.070992 0.152188 -0.206466 -0.125270 -0.044073 0.037123 0.118320 0.199516 -0.159138 -0.077942 0.003255 0.084451 0.165648 -0.193007 -0.111810 -0.030614 0.050583 0.131779 0.212976 -0.145679 -0.064482 0.016714 0.097911 0.179107 -0.179547 -0.098351 -0.017154 0.064042 0.145239 -0.213416 -0.132219 -0.051023 0.030174 0.111370 0.192567 -0.166088 -0.084891 -0.003695 0.077502 0.158698 -0.199956 -0.118760 -0.037563 0.043633 0.124830 0.206026 -0.152628 -0.071432 0.009765 0.090961 0.172158 -0.186497 -0.105301 -0.024104 0.057093 0.138289
運動 -0.143660 -0.069224 0.005213 0.079649 0.154085 -0.207672 -0.133235 -0.058799 0.015638 0.090074 0.164510 -0.197247 -0.122810 -0.048374 0.026063 0.100499 0.174936 -0.186822 -0.112385 -0.037949 0.036488 0.110924 0.185361 -0.176397 -0.101960 -0.027524 0.046913 0.121349 0.195786 -0.165972 -0.091535 -0.017099 0.057338 0.131774 0.206210 -0.155547 -0.081110 -0.006674 0.067763 0.142199 0.216636 -0.145122 -0.070685 0.003751 0.078188 0.152624 -0.209133 -0.134697 -0.060260 0.014176 0.088613 0.163049 -0.198708 -0.124271 -0.049835 0.024601 0.099038 0.173474 -0.188283 -0.113846 -0.039410 0.035026 0.109463 0.183899
音楽 -0.132831 -0.045488 0.041855 0.129198 0.216542 -0.136464 -0.049121 0.038222 0.125566 0.212909 -0.140097 -0.052754 0.034589 0.121933 0.209276 -0.143730 -0.056387 0.030957 0.118300 0.205643 -0.147363 -0.060020 0.027324 0.114667 0.202010 -0.150996 -0.063652 0.023691 0.111034 0.198377 -0.154629 -0.067285 0.020058 0.107401 0.194744 -0.158261 -0.070918 0.016425 0.103768 0.191111 -0.161894 -0.074551 0.012792 0.100135 0.187479 -0.165527 -0.078184 0.009159 0.096503 0.183846 -0.169160 -0.081817 0.005527 0.092870 0.180213 -0.172793 -0.085450 0.001894 0.089237 0.176580 -0.176426 -0.089083 -0.001739 0.085604
